text,label,clean,token_count,sentence_count,tokens,sentences
مجھے نہاری پسند ہے,,مجھے نہاری پسند ہے,4,1,مجھے | نہاری | پسند | ہے,مجھے نہاری پسند ہے۔
کیا آپ ڈاکٹر کو بلا سکتی ہے؟,,کیا آپ ڈاکٹر کو بلا سکتی ہے؟,8,1,کیا | آپ | ڈاکٹر | کو | بلا | سکتی | ہے | ؟,کیا آپ ڈاکٹر کو بلا سکتی ہے؟
یہاں کیا ہو رہا ہے,,یہاں کیا ہو رہا ہے,5,1,یہاں | کیا | ہو | رہا | ہے,یہاں کیا ہو رہا ہے۔
اگر آپ کال کرنا چاہتے ہیں تو مجھے دوپہر کو کر لی جئے گا۔,,اگر آپ کال کرنا چاہتے ہیں تو مجھے دوپہر کو کر لی جئے گا۔,15,2,اگر | آپ | کال | کرنا | چاہتے | ہیں | تو | مجھے | دوپہر | کو | کر | لی | جئے | گا | ۔,اگر آپ کال کرنا چاہتے ہیں۔ || تو مجھے دوپہر کو کر لی جئے گا۔
ٹام نے اپنے مسائل دور پینے کی کوشش کی,,ٹام نے اپنے مسائل دور پینے کی کوشش کی,9,1,ٹام | نے | اپنے | مسائل | دور | پینے | کی | کوشش | کی,ٹام نے اپنے مسائل دور پینے کی کوشش کی۔
میں اب مصروف ہوں,,میں اب مصروف ہوں,4,1,میں | اب | مصروف | ہوں,میں اب مصروف ہوں۔
میں آپ کی مدد کرنا چاہتا تھا,,میں آپ کی مدد کرنا چاہتا تھا,7,1,میں | آپ | کی | مدد | کرنا | چاہتا | تھا,میں آپ کی مدد کرنا چاہتا تھا۔
مجھے آلو کا سلاد پسند ہے,,مجھے آلو کا سلاد پسند ہے,6,1,مجھے | آلو | کا | سلاد | پسند | ہے,مجھے آلو کا سلاد پسند ہے۔
کیا میں آج رات آپ سے مل سکتا ہوں,,کیا میں آج رات آپ سے مل سکتا ہوں,9,1,کیا | میں | آج | رات | آپ | سے | مل | سکتا | ہوں,کیا میں آج رات آپ سے مل سکتا ہوں۔
تمباکو نوشی کی اجازت ہے,,تمباکو نوشی کی اجازت ہے,5,1,تمباکو | نوشی | کی | اجازت | ہے,تمباکو نوشی کی اجازت ہے۔
ہمارے کمرے کو صاف کرنے دیتا ہے,,ہمارے کمرے کو صاف کرنے دیتا ہے,7,1,ہمارے | کمرے | کو | صاف | کرنے | دیتا | ہے,ہمارے کمرے کو صاف کرنے دیتا ہے۔
ایک شرط ہے,,ایک شرط ہے,3,1,ایک | شرط | ہے,ایک شرط ہے۔
لباس سبز ہے,,لباس سبز ہے,3,1,لباس | سبز | ہے,لباس سبز ہے۔
آپ کی ضرورت پڑ سکتی ہے,,آپ کی ضرورت پڑ سکتی ہے,6,1,آپ | کی | ضرورت | پڑ | سکتی | ہے,آپ کی ضرورت پڑ سکتی ہے۔
مجھے لگتا ہے کہ میں متفق ہوں,,مجھے لگتا ہے کہ میں متفق ہوں,7,1,مجھے | لگتا | ہے | کہ | میں | متفق | ہوں,مجھے لگتا ہے کہ میں متفق ہوں۔
اس کی مدد نہیں کی جا سکتی,,اس کی مدد نہیں کی جا سکتی,7,1,اس | کی | مدد | نہیں | کی | جا | سکتی,اس کی مدد نہیں کی جا سکتی۔
کیا آپ کو کھیل پسند ہیں,,کیا آپ کو کھیل پسند ہیں,6,1,کیا | آپ | کو | کھیل | پسند | ہیں,کیا آپ کو کھیل پسند ہیں۔
مجھے دفتر میں کال کریں,,مجھے دفتر میں کال کریں,5,1,مجھے | دفتر | میں | کال | کریں,مجھے دفتر میں کال کریں۔
کمرہ خالی ہے,,کمرہ خالی ہے,3,1,کمرہ | خالی | ہے,کمرہ خالی ہے۔
میں طلاق یافتہ ہوں,,میں طلاق یافتہ ہوں,4,1,میں | طلاق | یافتہ | ہوں,میں طلاق یافتہ ہوں۔
آپ مزید مستحق ہیں,,آپ مزید مستحق ہیں,4,1,آپ | مزید | مستحق | ہیں,آپ مزید مستحق ہیں۔
ہم نے انہیں اپنا بیگ پیک کرتے دیکھا,,ہم نے انہیں اپنا بیگ پیک کرتے دیکھا,8,1,ہم | نے | انہیں | اپنا | بیگ | پیک | کرتے | دیکھا,ہم نے انہیں اپنا بیگ پیک کرتے دیکھا۔
زین تشدد پسند ہو گیا۔,,زین تشدد پسند ہو گیا۔,6,1,زین | تشدد | پسند | ہو | گیا | ۔,زین تشدد پسند ہو گیا۔
قریب سے دیکھیں,,قریب سے دیکھیں,3,1,قریب | سے | دیکھیں,قریب سے دیکھیں۔
مجھے ہلکی سی سردی ہے,,مجھے ہلکی سی سردی ہے,5,1,مجھے | ہلکی | سی | سردی | ہے,مجھے ہلکی سی سردی ہے۔
زین نے اپنا بٹوہ کھو دیا,,زین نے اپنا بٹوہ کھو دیا,6,1,زین | نے | اپنا | بٹوہ | کھو | دیا,زین نے اپنا بٹوہ کھو دیا۔
زین سب سے نفرت کرتا ہے,,زین سب سے نفرت کرتا ہے,6,1,زین | سب | سے | نفرت | کرتا | ہے,زین سب سے نفرت کرتا ہے۔
ہم نے بات کی۔,,ہم نے بات کی۔,5,1,ہم | نے | بات | کی | ۔,ہم نے بات کی۔
اس نے کھڑے ہونے کی کوشش کی,,اس نے کھڑے ہونے کی کوشش کی,7,1,اس | نے | کھڑے | ہونے | کی | کوشش | کی,اس نے کھڑے ہونے کی کوشش کی۔
کیا یہ اچھی خبر نہیں ہے,,کیا یہ اچھی خبر نہیں ہے,6,1,کیا | یہ | اچھی | خبر | نہیں | ہے,کیا یہ اچھی خبر نہیں ہے۔
یہ عام فہم ہے,,یہ عام فہم ہے,4,1,یہ | عام | فہم | ہے,یہ عام فہم ہے۔
ہر کوئی انتظار کر رہا تھا,,ہر کوئی انتظار کر رہا تھا,6,1,ہر | کوئی | انتظار | کر | رہا | تھا,ہر کوئی انتظار کر رہا تھا۔
زین بیوقوف نہیں ہے,,زین بیوقوف نہیں ہے,4,1,زین | بیوقوف | نہیں | ہے,زین بیوقوف نہیں ہے۔
وہ باہر گئے,,وہ باہر گئے,3,1,وہ | باہر | گئے,وہ باہر گئے۔
وہ بڑی ہو رہی ہے,,وہ بڑی ہو رہی ہے,5,1,وہ | بڑی | ہو | رہی | ہے,وہ بڑی ہو رہی ہے۔
آپ کا موسم گرما کیسا رہا,,آپ کا موسم گرما کیسا رہا,6,1,آپ | کا | موسم | گرما | کیسا | رہا,آپ کا موسم گرما کیسا رہا۔
میں صرف مدد کرنا چاہتا ہوں,,میں صرف مدد کرنا چاہتا ہوں,6,1,میں | صرف | مدد | کرنا | چاہتا | ہوں,میں صرف مدد کرنا چاہتا ہوں۔
ناقابل یقین,,ناقابل یقین,2,1,ناقابل | یقین,ناقابل یقین۔
اس نے مجھے یہ کتاب دی,,اس نے مجھے یہ کتاب دی,6,1,اس | نے | مجھے | یہ | کتاب | دی,اس نے مجھے یہ کتاب دی۔
میں اس کی طرح پولیس سے نفرت کرتا ہوں,,میں اس کی طرح پولیس سے نفرت کرتا ہوں,9,1,میں | اس | کی | طرح | پولیس | سے | نفرت | کرتا | ہوں,میں اس کی طرح پولیس سے نفرت کرتا ہوں۔
اتنا سست نہ ہو,,اتنا سست نہ ہو,4,1,اتنا | سست | نہ | ہو,اتنا سست نہ ہو۔
میں یہاں محفوظ ہوں,,میں یہاں محفوظ ہوں,4,1,میں | یہاں | محفوظ | ہوں,میں یہاں محفوظ ہوں۔
زین نے کچھ نہیں دیکھا,,زین نے کچھ نہیں دیکھا,5,1,زین | نے | کچھ | نہیں | دیکھا,زین نے کچھ نہیں دیکھا۔
مجھے اس کی ضرورت نہیں ہے,,مجھے اس کی ضرورت نہیں ہے,6,1,مجھے | اس | کی | ضرورت | نہیں | ہے,مجھے اس کی ضرورت نہیں ہے۔
میں تبدیل کرنا چاہتا ہوں,,میں تبدیل کرنا چاہتا ہوں,5,1,میں | تبدیل | کرنا | چاہتا | ہوں,میں تبدیل کرنا چاہتا ہوں۔
وہ غیر شادی شدہ ہے,,وہ غیر شادی شدہ ہے,5,1,وہ | غیر | شادی | شدہ | ہے,وہ غیر شادی شدہ ہے۔
آپ بے اختیار ہیں,,آپ بے اختیار ہیں,4,1,آپ | بے | اختیار | ہیں,آپ بے اختیار ہیں۔
آپ کا پاسپورٹ کہاں ہے,,آپ کا پاسپورٹ کہاں ہے,5,1,آپ | کا | پاسپورٹ | کہاں | ہے,آپ کا پاسپورٹ کہاں ہے۔
میں اسی پر زور دینا چاہتا ہوں,,میں اسی پر زور دینا چاہتا ہوں,7,1,میں | اسی | پر | زور | دینا | چاہتا | ہوں,میں اسی پر زور دینا چاہتا ہوں۔
کوئی بھی ٹام سے ملنے نہیں جاتا,,کوئی بھی ٹام سے ملنے نہیں جاتا,7,1,کوئی | بھی | ٹام | سے | ملنے | نہیں | جاتا,کوئی بھی ٹام سے ملنے نہیں جاتا۔
کیا آپ اس نئے نظام کو منظور کرتے ہیں,,کیا آپ اس نئے نظام کو منظور کرتے ہیں,9,1,کیا | آپ | اس | نئے | نظام | کو | منظور | کرتے | ہیں,کیا آپ اس نئے نظام کو منظور کرتے ہیں۔
زین نے آپ کو نہیں دیکھا,,زین نے آپ کو نہیں دیکھا,6,1,زین | نے | آپ | کو | نہیں | دیکھا,زین نے آپ کو نہیں دیکھا۔
ہم نے ٹام کو بچانے کی کوشش کی,,ہم نے ٹام کو بچانے کی کوشش کی,8,1,ہم | نے | ٹام | کو | بچانے | کی | کوشش | کی,ہم نے ٹام کو بچانے کی کوشش کی۔
ایک طرف کھڑے ہو جاؤ,,ایک طرف کھڑے ہو جاؤ,5,1,ایک | طرف | کھڑے | ہو | جاؤ,ایک طرف کھڑے ہو جاؤ۔
یہ ناقابل قبول ہے,,یہ ناقابل قبول ہے,4,1,یہ | ناقابل | قبول | ہے,یہ ناقابل قبول ہے۔
یہ تقریبا تین ہے,,یہ تقریبا تین ہے,4,1,یہ | تقریبا | تین | ہے,یہ تقریبا تین ہے۔
یہ کام نہیں کرے گا,,یہ کام نہیں کرے گا,5,1,یہ | کام | نہیں | کرے | گا,یہ کام نہیں کرے گا۔
میں نے اسے نہیں خریدا,,میں نے اسے نہیں خریدا,5,1,میں | نے | اسے | نہیں | خریدا,میں نے اسے نہیں خریدا۔
اس علاقے کو سیاحتی مقام کے طور پر فروغ دیا جا رہا ہے۔,,اس علاقے کو سیاحتی مقام کے طور پر فروغ دیا جا رہا ہے۔,14,1,اس | علاقے | کو | سیاحتی | مقام | کے | طور | پر | فروغ | دیا | جا | رہا | ہے | ۔,اس علاقے کو سیاحتی مقام کے طور پر فروغ دیا جا رہا ہے۔
وہ پڑھ سکتا ہے,,وہ پڑھ سکتا ہے,4,1,وہ | پڑھ | سکتا | ہے,وہ پڑھ سکتا ہے۔
زین مریم کے پاس سے بھاگا,,زین مریم کے پاس سے بھاگا,6,1,زین | مریم | کے | پاس | سے | بھاگا,زین مریم کے پاس سے بھاگا۔
آپ کا کتا بہت موٹا ہے,,آپ کا کتا بہت موٹا ہے,6,1,آپ | کا | کتا | بہت | موٹا | ہے,آپ کا کتا بہت موٹا ہے۔
میں نے اسے ایک ملازمت مل گئی,,میں نے اسے ایک ملازمت مل گئی,7,1,میں | نے | اسے | ایک | ملازمت | مل | گئی,میں نے اسے ایک ملازمت مل گئی۔
میرے پاس ایک قلم ہے,,میرے پاس ایک قلم ہے,5,1,میرے | پاس | ایک | قلم | ہے,میرے پاس ایک قلم ہے۔
یہ سچ نہیں ہو سکتا,,یہ سچ نہیں ہو سکتا,5,1,یہ | سچ | نہیں | ہو | سکتا,یہ سچ نہیں ہو سکتا۔
مجھے اچھا لگتا ہے,,مجھے اچھا لگتا ہے,4,1,مجھے | اچھا | لگتا | ہے,مجھے اچھا لگتا ہے۔
زین نے غالبا اسے لے لیا,,زین نے غالبا اسے لے لیا,6,1,زین | نے | غالبا | اسے | لے | لیا,زین نے غالبا اسے لے لیا۔
میں بوہت خوش ہو کے آپ میرے ساتھ ہو,,میں بوہت خوش ہو کے آپ میرے ساتھ ہو,9,1,میں | بوہت | خوش | ہو | کے | آپ | میرے | ساتھ | ہو,میں بوہت خوش ہو کے آپ میرے ساتھ ہو۔
میں صرف ایک کسان ہوں,,میں صرف ایک کسان ہوں,5,1,میں | صرف | ایک | کسان | ہوں,میں صرف ایک کسان ہوں۔
کوئی چمچ نہیں ہیں,,کوئی چمچ نہیں ہیں,4,1,کوئی | چمچ | نہیں | ہیں,کوئی چمچ نہیں ہیں۔
وہ عربی بولتا ہے,,وہ عربی بولتا ہے,4,1,وہ | عربی | بولتا | ہے,وہ عربی بولتا ہے۔
میٹر کہاں ہیں,,میٹر کہاں ہیں,3,1,میٹر | کہاں | ہیں,میٹر کہاں ہیں۔
وہ زور سے خراٹے لے رہا تھا,,وہ زور سے خراٹے لے رہا تھا,7,1,وہ | زور | سے | خراٹے | لے | رہا | تھا,وہ زور سے خراٹے لے رہا تھا۔
کیا آپ طالب علم ہیں,,کیا آپ طالب علم ہیں,5,1,کیا | آپ | طالب | علم | ہیں,کیا آپ طالب علم ہیں۔
مجھے امید ہے کہ آپ صحیح ہیں,,مجھے امید ہے کہ آپ صحیح ہیں,7,1,مجھے | امید | ہے | کہ | آپ | صحیح | ہیں,مجھے امید ہے کہ آپ صحیح ہیں۔
وہ اپنے بال کر رہی ہے,,وہ اپنے بال کر رہی ہے,6,1,وہ | اپنے | بال | کر | رہی | ہے,وہ اپنے بال کر رہی ہے۔
براہ کرم، تشریف رکھیں۔,,براہ کرم، تشریف رکھیں۔,6,1,براہ | کرم | ، | تشریف | رکھیں | ۔,براہ کرم، تشریف رکھیں۔
ناامید تھے,,ناامید تھے,2,1,ناامید | تھے,ناامید تھے۔
یہ ناول مجھے بور کرتا ہے,,یہ ناول مجھے بور کرتا ہے,6,1,یہ | ناول | مجھے | بور | کرتا | ہے,یہ ناول مجھے بور کرتا ہے۔
کیا آپ موسیقار ہیں,,کیا آپ موسیقار ہیں,4,1,کیا | آپ | موسیقار | ہیں,کیا آپ موسیقار ہیں۔
زین ایک ماہر نہیں ہے,,زین ایک ماہر نہیں ہے,5,1,زین | ایک | ماہر | نہیں | ہے,زین ایک ماہر نہیں ہے۔
آئیں کرتے ہیں!,,آئیں کرتے ہیں!,4,1,آئیں | کرتے | ہیں | !,آئیں کرتے ہیں!
میں زیادہ نہیں کھاتا,,میں زیادہ نہیں کھاتا,4,1,میں | زیادہ | نہیں | کھاتا,میں زیادہ نہیں کھاتا۔
آپ خواہش مند ہیں,,آپ خواہش مند ہیں,4,1,آپ | خواہش | مند | ہیں,آپ خواہش مند ہیں۔
کیا آپ واقعی بیمار ہیں,,کیا آپ واقعی بیمار ہیں,5,1,کیا | آپ | واقعی | بیمار | ہیں,کیا آپ واقعی بیمار ہیں۔
مجھے وضاحت کرنے دو,,مجھے وضاحت کرنے دو,4,1,مجھے | وضاحت | کرنے | دو,مجھے وضاحت کرنے دو۔
کہ یہ کرنا چاہئے,,کہ یہ کرنا چاہئے,4,1,کہ | یہ | کرنا | چاہئے,کہ یہ کرنا چاہئے۔
آپ نے یہ خود کہا,,آپ نے یہ خود کہا,5,1,آپ | نے | یہ | خود | کہا,آپ نے یہ خود کہا۔
میں نے اسے جھوٹ بولتے کبھی نہیں سنا,,میں نے اسے جھوٹ بولتے کبھی نہیں سنا,8,1,میں | نے | اسے | جھوٹ | بولتے | کبھی | نہیں | سنا,میں نے اسے جھوٹ بولتے کبھی نہیں سنا۔
ایک کار گزر گئی,,ایک کار گزر گئی,4,1,ایک | کار | گزر | گئی,ایک کار گزر گئی۔
یہ ایک گڑیا ہے,,یہ ایک گڑیا ہے,4,1,یہ | ایک | گڑیا | ہے,یہ ایک گڑیا ہے۔
یہ سچ نہیں ہے۔,,یہ سچ نہیں ہے۔,5,1,یہ | سچ | نہیں | ہے | ۔,یہ سچ نہیں ہے۔
یہ ناممکن ہے,,یہ ناممکن ہے,3,1,یہ | ناممکن | ہے,یہ ناممکن ہے۔
مجھے بہت بھوک لگی,,مجھے بہت بھوک لگی,4,1,مجھے | بہت | بھوک | لگی,مجھے بہت بھوک لگی۔
یہ میرا لڑکا ہے,,یہ میرا لڑکا ہے,4,1,یہ | میرا | لڑکا | ہے,یہ میرا لڑکا ہے۔
جس کی باری ہے,,جس کی باری ہے,4,1,جس | کی | باری | ہے,جس کی باری ہے۔
وہ یاد کیا جائے گا,,وہ یاد کیا جائے گا,5,1,وہ | یاد | کیا | جائے | گا,وہ یاد کیا جائے گا۔
